"","Category ID","Category Name","#Genes Category","#Genes Assigned","#Genes Expected","#Genes Enriched","p-value","Corrected p-value","Fold"
"318","GO:0010605","negative regulation of macromolecule metabolic process",346,15,11.2,3.8,0.14,1,1.3
"319","GO:0008015","blood circulation",110,6,3.6,2.4,0.14,1,1.7
"320","GO:0051248","negative regulation of protein metabolic process",135,7,4.4,2.6,0.14,1,1.6
"321","GO:0065010","extracellular membrane-bounded organelle",320,14,10.3,3.7,0.15,1,1.4
"322","GO:0043230","extracellular organelle",320,14,10.3,3.7,0.15,1,1.4
"323","GO:0033043","regulation of organelle organization",161,8,5.2,2.8,0.15,1,1.5
"324","GO:0030003","cellular cation homeostasis",111,6,3.6,2.4,0.15,1,1.7
"325","GO:0045859","regulation of protein kinase activity",111,6,3.6,2.4,0.15,1,1.7
"326","GO:0044297","cell body",111,6,3.6,2.4,0.15,1,1.7
"327","GO:0008285","negative regulation of cell population proliferation",136,7,4.4,2.6,0.15,1,1.6
"328","GO:0006873","cellular ion homeostasis",112,6,3.6,2.4,0.15,1,1.7
"329","GO:0042592","homeostatic process",295,13,9.5,3.5,0.15,1,1.4
"330","GO:0009892","negative regulation of metabolic process",378,16,12.2,3.8,0.15,1,1.3
"331","GO:0043231","intracellular membrane-bounded organelle",1348,49,43.6,5.4,0.15,1,1.1
"332","GO:0001816","cytokine production",163,8,5.3,2.7,0.15,1,1.5
"333","GO:0001817","regulation of cytokine production",163,8,5.3,2.7,0.15,1,1.5
"334","GO:0048646","anatomical structure formation involved in morphogenesis",190,9,6.1,2.9,0.16,1,1.5
"335","GO:0098662","inorganic cation transmembrane transport",139,7,4.5,2.5,0.16,1,1.6
"336","GO:0044093","positive regulation of molecular function",244,11,7.9,3.1,0.16,1,1.4
"337","GO:2000026","regulation of multicellular organismal development",244,11,7.9,3.1,0.16,1,1.4
"338","GO:0031090","organelle membrane",465,19,15,4,0.16,1,1.3
"339","GO:0019899","enzyme binding",271,12,8.8,3.2,0.16,1,1.4
"340","GO:0050793","regulation of developmental process",409,17,13.2,3.8,0.16,1,1.3
"341","GO:0018193","peptidyl-amino acid modification",166,8,5.4,2.6,0.17,1,1.5
"342","GO:0010557","positive regulation of macromolecule biosynthetic process",219,10,7.1,2.9,0.17,1,1.4
"343","GO:0009719","response to endogenous stimulus",246,11,8,3,0.17,1,1.4
"344","GO:0007159","leukocyte cell-cell adhesion",91,5,2.9,2.1,0.17,1,1.7
"345","GO:0071705","nitrogen compound transport",274,12,8.9,3.1,0.17,1,1.4
"346","GO:0120039","plasma membrane bounded cell projection morphogenesis",116,6,3.8,2.2,0.17,1,1.6
"347","GO:0048858","cell projection morphogenesis",116,6,3.8,2.2,0.17,1,1.6
"348","GO:0060322","head development",116,6,3.8,2.2,0.17,1,1.6
"349","GO:1903508","positive regulation of nucleic acid-templated transcription",194,9,6.3,2.7,0.17,1,1.4
"350","GO:0045893","positive regulation of transcription, DNA-templated",194,9,6.3,2.7,0.17,1,1.4
"351","GO:1902680","positive regulation of RNA biosynthetic process",194,9,6.3,2.7,0.17,1,1.4
"352","GO:0031982","vesicle",613,24,19.8,4.2,0.17,1,1.2
"353","GO:0042327","positive regulation of phosphorylation",142,7,4.6,2.4,0.17,1,1.5
"354","GO:0016740","transferase activity",275,12,8.9,3.1,0.17,1,1.3
"355","GO:0006996","organelle organization",443,18,14.3,3.7,0.18,1,1.3
"356","GO:0005739","mitochondrion",169,8,5.5,2.5,0.18,1,1.5
"357","GO:0008289","lipid binding",143,7,4.6,2.4,0.18,1,1.5
"358","GO:0006811","ion transport",277,12,9,3,0.18,1,1.3
"359","GO:0048666","neuron development",196,9,6.3,2.7,0.18,1,1.4
"360","GO:0043228","non-membrane-bounded organelle",530,21,17.1,3.9,0.18,1,1.2
"361","GO:0043232","intracellular non-membrane-bounded organelle",530,21,17.1,3.9,0.18,1,1.2
"362","GO:0005911","cell-cell junction",93,5,3,2,0.18,1,1.7
"363","GO:0006812","cation transport",223,10,7.2,2.8,0.18,1,1.4
"364","GO:0071310","cellular response to organic substance",389,16,12.6,3.4,0.18,1,1.3
"365","GO:0051249","regulation of lymphocyte activation",119,6,3.8,2.2,0.18,1,1.6
"366","GO:0048514","blood vessel morphogenesis",119,6,3.8,2.2,0.18,1,1.6
"367","GO:0045944","positive regulation of transcription by RNA polymerase II",145,7,4.7,2.3,0.19,1,1.5
"368","GO:0031981","nuclear lumen",419,17,13.5,3.5,0.19,1,1.3
"369","GO:0045202","synapse",225,10,7.3,2.7,0.19,1,1.4
"370","GO:0045595","regulation of cell differentiation",253,11,8.2,2.8,0.19,1,1.3
"371","GO:0034220","ion transmembrane transport",199,9,6.4,2.6,0.19,1,1.4
"372","GO:0048871","multicellular organismal homeostasis",95,5,3.1,1.9,0.19,1,1.6
"373","GO:0033674","positive regulation of kinase activity",95,5,3.1,1.9,0.19,1,1.6
"374","GO:0051254","positive regulation of RNA metabolic process",200,9,6.5,2.5,0.19,1,1.4
"375","GO:0031324","negative regulation of cellular metabolic process",310,13,10,3,0.2,1,1.3
"376","GO:0019953","sexual reproduction",96,5,3.1,1.9,0.2,1,1.6
"377","GO:0031328","positive regulation of cellular biosynthetic process",228,10,7.4,2.6,0.2,1,1.4
"378","GO:0098588","bounding membrane of organelle",311,13,10.1,2.9,0.2,1,1.3
"379","GO:0031326","regulation of cellular biosynthetic process",424,17,13.7,3.3,0.2,1,1.2
"380","GO:0051050","positive regulation of transport",175,8,5.7,2.3,0.2,1,1.4
"381","GO:0051172","negative regulation of nitrogen compound metabolic process",284,12,9.2,2.8,0.2,1,1.3
"382","GO:0019904","protein domain specific binding",97,5,3.1,1.9,0.2,1,1.6
"383","GO:0098552","side of membrane",149,7,4.8,2.2,0.2,1,1.5
"384","GO:0098660","inorganic ion transmembrane transport",149,7,4.8,2.2,0.2,1,1.5
"385","GO:0099512","supramolecular fiber",149,7,4.8,2.2,0.2,1,1.5
"386","GO:0010558","negative regulation of macromolecule biosynthetic process",176,8,5.7,2.3,0.21,1,1.4
"387","GO:0045785","positive regulation of cell adhesion",98,5,3.2,1.8,0.21,1,1.6
"388","GO:0003779","actin binding",98,5,3.2,1.8,0.21,1,1.6
"389","GO:0099081","supramolecular polymer",150,7,4.8,2.2,0.21,1,1.4
"390","GO:0005768","endosome",150,7,4.8,2.2,0.21,1,1.4
"391","GO:0010033","response to organic substance",485,19,15.7,3.3,0.21,1,1.2
"392","GO:0030182","neuron differentiation",232,10,7.5,2.5,0.21,1,1.3
"393","GO:0010556","regulation of macromolecule biosynthetic process",400,16,12.9,3.1,0.21,1,1.2
"394","GO:0071495","cellular response to endogenous stimulus",205,9,6.6,2.4,0.21,1,1.4
"395","GO:0032270","positive regulation of cellular protein metabolic process",205,9,6.6,2.4,0.21,1,1.4
"396","GO:0097435","supramolecular fiber organization",125,6,4,2,0.22,1,1.5
"397","GO:0000165","MAPK cascade",125,6,4,2,0.22,1,1.5
"398","GO:0042221","response to chemical",633,24,20.5,3.5,0.22,1,1.2
"399","GO:0008283","cell population proliferation",317,13,10.2,2.8,0.22,1,1.3
"400","GO:0043005","neuron projection",235,10,7.6,2.4,0.23,1,1.3
"401","GO:0045935","positive regulation of nucleobase-containing compound metabolic process",209,9,6.8,2.2,0.23,1,1.3
"402","GO:0051347","positive regulation of transferase activity",102,5,3.3,1.7,0.23,1,1.5
"403","GO:0060627","regulation of vesicle-mediated transport",102,5,3.3,1.7,0.23,1,1.5
"404","GO:0007186","G protein-coupled receptor signaling pathway",129,6,4.2,1.8,0.24,1,1.4
"405","GO:0001525","angiogenesis",103,5,3.3,1.7,0.24,1,1.5
"406","GO:0006875","cellular metal ion homeostasis",103,5,3.3,1.7,0.24,1,1.5
"407","GO:0099513","polymeric cytoskeletal fiber",103,5,3.3,1.7,0.24,1,1.5
"408","GO:0044267","cellular protein metabolic process",553,21,17.9,3.1,0.24,1,1.2
"409","GO:0055082","cellular chemical homeostasis",130,6,4.2,1.8,0.24,1,1.4
"410","GO:0044087","regulation of cellular component biogenesis",157,7,5.1,1.9,0.24,1,1.4
"411","GO:0048523","negative regulation of cellular process",702,26,22.7,3.3,0.24,1,1.1
"412","GO:0048519","negative regulation of biological process",765,28,24.7,3.3,0.25,1,1.1
"413","GO:0098771","inorganic ion homeostasis",132,6,4.3,1.7,0.25,1,1.4
"414","GO:0055080","cation homeostasis",132,6,4.3,1.7,0.25,1,1.4
"415","GO:0043549","regulation of kinase activity",133,6,4.3,1.7,0.26,1,1.4
"416","GO:0030054","cell junction",357,14,11.5,2.5,0.26,1,1.2
"417","GO:0070013","intracellular organelle lumen",590,22,19.1,2.9,0.26,1,1.2
"418","GO:0043233","organelle lumen",590,22,19.1,2.9,0.26,1,1.2
"419","GO:0031974","membrane-enclosed lumen",590,22,19.1,2.9,0.26,1,1.2
"420","GO:0045184","establishment of protein localization",216,9,7,2,0.26,1,1.3
"421","GO:0009968","negative regulation of signal transduction",189,8,6.1,1.9,0.26,1,1.3
"422","GO:0051247","positive regulation of protein metabolic process",218,9,7,2,0.27,1,1.3
"423","GO:0140352","export from cell",163,7,5.3,1.7,0.27,1,1.3
"424","GO:0033554","cellular response to stress",219,9,7.1,1.9,0.27,1,1.3
"425","GO:0043269","regulation of ion transport",136,6,4.4,1.6,0.28,1,1.4
"426","GO:0070887","cellular response to chemical stimulus",508,19,16.4,2.6,0.28,1,1.2
"427","GO:0009725","response to hormone",137,6,4.4,1.6,0.28,1,1.4
"428","GO:0019637","organophosphate metabolic process",137,6,4.4,1.6,0.28,1,1.4
"429","GO:0009897","external side of plasma membrane",110,5,3.6,1.4,0.28,1,1.4
"430","GO:0006464","cellular protein modification process",451,17,14.6,2.4,0.28,1,1.2
"431","GO:0036211","protein modification process",451,17,14.6,2.4,0.28,1,1.2
"432","GO:2000112","regulation of cellular macromolecule biosynthetic process",393,15,12.7,2.3,0.28,1,1.2
"433","GO:0051241","negative regulation of multicellular organismal process",193,8,6.2,1.8,0.28,1,1.3
"434","GO:0002682","regulation of immune system process",307,12,9.9,2.1,0.29,1,1.2
"435","GO:0002694","regulation of leukocyte activation",138,6,4.5,1.5,0.29,1,1.3
"436","GO:0034762","regulation of transmembrane transport",111,5,3.6,1.4,0.29,1,1.4
"437","GO:0098655","cation transmembrane transport",166,7,5.4,1.6,0.29,1,1.3
"438","GO:0044260","cellular macromolecule metabolic process",840,30,27.2,2.8,0.29,1,1.1
"439","GO:0043170","macromolecule metabolic process",991,35,32,3,0.29,1,1.1
"440","GO:0071704","organic substance metabolic process",1206,42,39,3,0.3,1,1.1
"441","GO:0004888","transmembrane signaling receptor activity",168,7,5.4,1.6,0.3,1,1.3
"442","GO:0048812","neuron projection morphogenesis",113,5,3.7,1.3,0.3,1,1.4
"443","GO:0048878","chemical homeostasis",197,8,6.4,1.6,0.3,1,1.3
"444","GO:0051338","regulation of transferase activity",141,6,4.6,1.4,0.3,1,1.3
"445","GO:0033993","response to lipid",169,7,5.5,1.5,0.3,1,1.3
"446","GO:0030001","metal ion transport",169,7,5.5,1.5,0.3,1,1.3
"447","GO:0031410","cytoplasmic vesicle",402,15,13,2,0.31,1,1.2
"448","GO:0097708","intracellular vesicle",402,15,13,2,0.31,1,1.2
"449","GO:0030141","secretory granule",171,7,5.5,1.5,0.31,1,1.3
"450","GO:0050801","ion homeostasis",143,6,4.6,1.4,0.32,1,1.3
"451","GO:0071345","cellular response to cytokine stimulus",143,6,4.6,1.4,0.32,1,1.3
"452","GO:0006366","transcription by RNA polymerase II",257,10,8.3,1.7,0.32,1,1.2
"453","GO:0065003","protein-containing complex assembly",200,8,6.5,1.5,0.32,1,1.2
"454","GO:0015031","protein transport",200,8,6.5,1.5,0.32,1,1.2
"455","GO:2000113","negative regulation of cellular macromolecule biosynthetic process",172,7,5.6,1.4,0.32,1,1.3
"456","GO:0031175","neuron projection development",172,7,5.6,1.4,0.32,1,1.3
"457","GO:0044057","regulation of system process",117,5,3.8,1.2,0.33,1,1.3
"458","GO:0032940","secretion by cell",146,6,4.7,1.3,0.33,1,1.3
"459","GO:0019725","cellular homeostasis",146,6,4.7,1.3,0.33,1,1.3
"460","GO:0043412","macromolecule modification",467,17,15.1,1.9,0.34,1,1.1
"461","GO:0044703","multi-organism reproductive process",119,5,3.8,1.2,0.34,1,1.3
"462","GO:0012501","programmed cell death",293,11,9.5,1.5,0.35,1,1.2
"463","GO:0099080","supramolecular complex",177,7,5.7,1.3,0.35,1,1.2
"464","GO:0009059","macromolecule biosynthetic process",471,17,15.2,1.8,0.35,1,1.1
"465","GO:0010648","negative regulation of cell communication",208,8,6.7,1.3,0.36,1,1.2
"466","GO:0023057","negative regulation of signaling",209,8,6.8,1.2,0.36,1,1.2
"467","GO:0030659","cytoplasmic vesicle membrane",180,7,5.8,1.2,0.36,1,1.2
"468","GO:0032269","negative regulation of cellular protein metabolic process",123,5,4,1,0.37,1,1.3
"469","GO:0055065","metal ion homeostasis",123,5,4,1,0.37,1,1.3
"470","GO:0009058","biosynthetic process",626,22,20.2,1.8,0.37,1,1.1
"471","GO:0032880","regulation of protein localization",124,5,4,1,0.37,1,1.2
"472","GO:0060429","epithelium development",153,6,4.9,1.1,0.37,1,1.2
"473","GO:0009888","tissue development",271,10,8.8,1.2,0.38,1,1.1
"474","GO:1903506","regulation of nucleic acid-templated transcription",360,13,11.6,1.4,0.38,1,1.1
"475","GO:0006355","regulation of transcription, DNA-templated",360,13,11.6,1.4,0.38,1,1.1
"476","GO:0035239","tube morphogenesis",154,6,5,1,0.38,1,1.2
"477","GO:2001141","regulation of RNA biosynthetic process",361,13,11.7,1.3,0.38,1,1.1
"478","GO:0012506","vesicle membrane",184,7,5.9,1.1,0.38,1,1.2
"479","GO:0019219","regulation of nucleobase-containing compound metabolic process",394,14,12.7,1.3,0.4,1,1.1
"480","GO:0022607","cellular component assembly",365,13,11.8,1.2,0.4,1,1.1
"481","GO:0005654","nucleoplasm",395,14,12.8,1.2,0.4,1,1.1
"482","GO:0006351","transcription, DNA-templated",366,13,11.8,1.2,0.4,1,1.1
"483","GO:0097659","nucleic acid-templated transcription",366,13,11.8,1.2,0.4,1,1.1
"484","GO:0044238","primary metabolic process",1095,37,35.4,1.6,0.4,1,1
"485","GO:0032774","RNA biosynthetic process",367,13,11.9,1.1,0.41,1,1.1
"486","GO:0022414","reproductive process",189,7,6.1,0.9,0.41,1,1.1
"487","GO:0043933","protein-containing complex subunit organization",219,8,7.1,0.9,0.41,1,1.1
"488","GO:0019538","protein metabolic process",642,22,20.8,1.2,0.42,1,1.1
"489","GO:0019900","kinase binding",131,5,4.2,0.8,0.42,1,1.2
"490","GO:0034097","response to cytokine",161,6,5.2,0.8,0.42,1,1.2
"491","GO:0043085","positive regulation of catalytic activity",191,7,6.2,0.8,0.42,1,1.1
"492","GO:0044237","cellular metabolic process",1133,38,36.6,1.4,0.42,1,1
"493","GO:0043067","regulation of programmed cell death",221,8,7.1,0.9,0.42,1,1.1
"494","GO:0003006","developmental process involved in reproduction",132,5,4.3,0.7,0.43,1,1.2
"495","GO:1901576","organic substance biosynthetic process",614,21,19.9,1.1,0.43,1,1.1
"496","GO:0034645","cellular macromolecule biosynthetic process",464,16,15,1,0.43,1,1.1
"497","GO:0065009","regulation of molecular function",464,16,15,1,0.43,1,1.1
"498","GO:0044085","cellular component biogenesis",374,13,12.1,0.9,0.44,1,1.1
"499","GO:0006357","regulation of transcription by RNA polymerase II",254,9,8.2,0.8,0.44,1,1.1
"500","GO:0038023","signaling receptor activity",224,8,7.2,0.8,0.44,1,1.1
"501","GO:0009628","response to abiotic stimulus",165,6,5.3,0.7,0.45,1,1.1
"502","GO:0006915","apoptotic process",287,10,9.3,0.7,0.45,1,1.1
"503","GO:0051252","regulation of RNA metabolic process",379,13,12.3,0.7,0.46,1,1.1
"504","GO:0008092","cytoskeletal protein binding",199,7,6.4,0.6,0.47,1,1.1
"505","GO:0046903","secretion",169,6,5.5,0.5,0.47,1,1.1
"506","GO:0009617","response to bacterium",139,5,4.5,0.5,0.47,1,1.1
"507","GO:0015630","microtubule cytoskeleton",140,5,4.5,0.5,0.48,1,1.1
"508","GO:0045934","negative regulation of nucleobase-containing compound metabolic process",171,6,5.5,0.5,0.48,1,1.1
"509","GO:0006139","nucleobase-containing compound metabolic process",508,17,16.4,0.6,0.48,1,1
"510","GO:0008219","cell death",326,11,10.5,0.5,0.49,1,1
"511","GO:0006807","nitrogen compound metabolic process",1037,34,33.5,0.5,0.5,1,1
"512","GO:0050790","regulation of catalytic activity",360,12,11.6,0.4,0.5,1,1
"513","GO:0044249","cellular biosynthetic process",607,20,19.6,0.4,0.5,1,1
"514","GO:0099503","secretory vesicle",206,7,6.7,0.3,0.5,1,1.1
"515","GO:0044281","small molecule metabolic process",238,8,7.7,0.3,0.51,1,1
"516","GO:0034641","cellular nitrogen compound metabolic process",610,20,19.7,0.3,0.51,1,1
"517","GO:0044255","cellular lipid metabolic process",146,5,4.7,0.3,0.51,1,1.1
"518","GO:0003008","system process",303,10,9.8,0.2,0.52,1,1
"519","GO:0010243","response to organonitrogen compound",149,5,4.8,0.2,0.53,1,1
"520","GO:0009986","cell surface",213,7,6.9,0.1,0.54,1,1
"521","GO:0034654","nucleobase-containing compound biosynthetic process",405,13,13.1,-0.1,0.56,1,1
"522","GO:0044271","cellular nitrogen compound biosynthetic process",468,15,15.1,-0.1,0.56,1,1
"523","GO:1903507","negative regulation of nucleic acid-templated transcription",154,5,5,0,0.56,1,1
"524","GO:0045892","negative regulation of transcription, DNA-templated",154,5,5,0,0.56,1,1
"525","GO:1902679","negative regulation of RNA biosynthetic process",154,5,5,0,0.56,1,1
"526","GO:1901565","organonitrogen compound catabolic process",155,5,5,0,0.57,1,1
"527","GO:0016070","RNA metabolic process",408,13,13.2,-0.2,0.57,1,1
"528","GO:0010941","regulation of cell death",252,8,8.1,-0.1,0.58,1,1
"529","GO:0006725","cellular aromatic compound metabolic process",536,17,17.3,-0.3,0.58,1,1
"530","GO:0046483","heterocycle metabolic process",537,17,17.4,-0.4,0.58,1,1
"531","GO:0044092","negative regulation of molecular function",158,5,5.1,-0.1,0.59,1,1
"532","GO:1901363","heterocyclic compound binding",570,18,18.4,-0.4,0.59,1,1
"533","GO:0005783","endoplasmic reticulum",287,9,9.3,-0.3,0.59,1,1
"534","GO:0009887","animal organ morphogenesis",159,5,5.1,-0.1,0.59,1,1
"535","GO:0090304","nucleic acid metabolic process",449,14,14.5,-0.5,0.6,1,1
"536","GO:0051253","negative regulation of RNA metabolic process",164,5,5.3,-0.3,0.62,1,0.9
"537","GO:1901698","response to nitrogen compound",164,5,5.3,-0.3,0.62,1,0.9
"538","GO:0005794","Golgi apparatus",230,7,7.4,-0.4,0.62,1,0.9
"539","GO:0019438","aromatic compound biosynthetic process",424,13,13.7,-0.7,0.63,1,0.9
"540","GO:0018130","heterocycle biosynthetic process",425,13,13.7,-0.7,0.63,1,0.9
"541","GO:0097159","organic cyclic compound binding",584,18,18.9,-0.9,0.63,1,1
"542","GO:0016787","hydrolase activity",266,8,8.6,-0.6,0.64,1,0.9
"543","GO:1901575","organic substance catabolic process",237,7,7.7,-0.7,0.66,1,0.9
"544","GO:1901360","organic cyclic compound metabolic process",567,17,18.3,-1.3,0.68,1,0.9
"545","GO:0012505","endomembrane system",695,21,22.5,-1.5,0.68,1,0.9
"546","GO:1901700","response to oxygen-containing compound",277,8,9,-1,0.69,1,0.9
"547","GO:1901362","organic cyclic compound biosynthetic process",441,13,14.3,-1.3,0.69,1,0.9
"548","GO:0042981","regulation of apoptotic process",216,6,7,-1,0.71,1,0.9
"549","GO:0034613","cellular protein localization",218,6,7,-1,0.72,1,0.9
"550","GO:0070727","cellular macromolecule localization",218,6,7,-1,0.72,1,0.9
"551","GO:1901564","organonitrogen compound metabolic process",780,23,25.2,-2.2,0.74,1,0.9
"552","GO:0044248","cellular catabolic process",259,7,8.4,-1.4,0.75,1,0.8
"553","GO:1901701","cellular response to oxygen-containing compound",194,5,6.3,-1.3,0.76,1,0.8
"554","GO:0007049","cell cycle",195,5,6.3,-1.3,0.77,1,0.8
"555","GO:0006629","lipid metabolic process",203,5,6.6,-1.6,0.8,1,0.8
"556","GO:0007267","cell-cell signaling",282,7,9.1,-2.1,0.82,1,0.8
"557","GO:0003676","nucleic acid binding",294,7,9.5,-2.5,0.85,1,0.7
"558","GO:0006508","proteolysis",221,5,7.1,-2.1,0.85,1,0.7
"559","GO:0009056","catabolic process",313,7,10.1,-3.1,0.89,1,0.7
