"","Category ID","Category Name","#Genes Category","#Genes Assigned","#Genes Expected","#Genes Enriched","p-value","Corrected p-value","Fold"
"320","GO:0006793","phosphorus metabolic process",620,11,12.4,-1.4,0.71,1,0.9
"321","GO:0099080","supramolecular complex",295,5,5.9,-0.9,0.71,1,0.8
"322","GO:0005615","extracellular space",351,6,7,-1,0.71,1,0.9
"323","GO:0070887","cellular response to chemical stimulus",728,13,14.6,-1.6,0.71,1,0.9
"324","GO:0035556","intracellular signal transduction",622,11,12.4,-1.4,0.72,1,0.9
"325","GO:0032270","positive regulation of cellular protein metabolic process",298,5,6,-1,0.72,1,0.8
"326","GO:0045184","establishment of protein localization",301,5,6,-1,0.73,1,0.8
"327","GO:0051270","regulation of cellular component movement",358,6,7.2,-1.2,0.73,1,0.8
"328","GO:0048519","negative regulation of biological process",1267,23,25.3,-2.3,0.74,1,0.9
"329","GO:0006464","cellular protein modification process",690,12,13.8,-1.8,0.74,1,0.9
"330","GO:0036211","protein modification process",690,12,13.8,-1.8,0.74,1,0.9
"331","GO:0048518","positive regulation of biological process",1429,26,28.6,-2.6,0.75,1,0.9
"332","GO:1902531","regulation of intracellular signal transduction",368,6,7.4,-1.4,0.76,1,0.8
"333","GO:0042995","cell projection",752,13,15,-2,0.76,1,0.9
"334","GO:0009967","positive regulation of signal transduction",370,6,7.4,-1.4,0.76,1,0.8
"335","GO:0071702","organic substance transport",483,8,9.7,-1.7,0.76,1,0.8
"336","GO:0007154","cell communication",1443,26,28.9,-2.9,0.77,1,0.9
"337","GO:0051239","regulation of multicellular organismal process",813,14,16.3,-2.3,0.77,1,0.9
"338","GO:0012505","endomembrane system",867,15,17.3,-2.3,0.77,1,0.9
"339","GO:0016021","integral component of membrane",1241,22,24.8,-2.8,0.78,1,0.9
"340","GO:0010033","response to organic substance",711,12,14.2,-2.2,0.78,1,0.8
"341","GO:0065008","regulation of biological quality",1032,18,20.6,-2.6,0.78,1,0.9
"342","GO:0043005","neuron projection",548,9,11,-2,0.78,1,0.8
"343","GO:0005576","extracellular region",549,9,11,-2,0.78,1,0.8
"344","GO:0071705","nitrogen compound transport",381,6,7.6,-1.6,0.79,1,0.8
"345","GO:2000145","regulation of cell motility",326,5,6.5,-1.5,0.79,1,0.8
"346","GO:0051094","positive regulation of developmental process",441,7,8.8,-1.8,0.79,1,0.8
"347","GO:0048646","anatomical structure formation involved in morphogenesis",386,6,7.7,-1.7,0.8,1,0.8
"348","GO:0005794","Golgi apparatus",332,5,6.6,-1.6,0.8,1,0.8
"349","GO:0007165","signal transduction",1260,22,25.2,-3.2,0.8,1,0.9
"350","GO:0042221","response to chemical",996,17,19.9,-2.9,0.8,1,0.9
"351","GO:0042325","regulation of phosphorylation",334,5,6.7,-1.7,0.81,1,0.7
"352","GO:0016310","phosphorylation",451,7,9,-2,0.81,1,0.8
"353","GO:0071310","cellular response to organic substance",564,9,11.3,-2.3,0.81,1,0.8
"354","GO:0009653","anatomical structure morphogenesis",895,15,17.9,-2.9,0.81,1,0.8
"355","GO:0048522","positive regulation of cellular process",1322,23,26.4,-3.4,0.82,1,0.9
"356","GO:0040012","regulation of locomotion",339,5,6.8,-1.8,0.82,1,0.7
"357","GO:0032879","regulation of localization",792,13,15.8,-2.8,0.82,1,0.8
"358","GO:0031399","regulation of protein modification process",347,5,6.9,-1.9,0.83,1,0.7
"359","GO:0051716","cellular response to stimulus",1549,27,31,-4,0.84,1,0.9
"360","GO:0031224","intrinsic component of membrane",1291,22,25.8,-3.8,0.84,1,0.9
"361","GO:0051234","establishment of localization",1026,17,20.5,-3.5,0.84,1,0.8
"362","GO:0030182","neuron differentiation",531,8,10.6,-2.6,0.85,1,0.8
"363","GO:0065009","regulation of molecular function",704,11,14.1,-3.1,0.85,1,0.8
"364","GO:0048513","animal organ development",1039,17,20.8,-3.8,0.86,1,0.8
"365","GO:0048584","positive regulation of response to stimulus",481,7,9.6,-2.6,0.86,1,0.7
"366","GO:0006810","transport",989,16,19.8,-3.8,0.86,1,0.8
"367","GO:0016020","membrane",1943,34,38.9,-4.9,0.87,1,0.9
"368","GO:0051174","regulation of phosphorus metabolic process",369,5,7.4,-2.4,0.87,1,0.7
"369","GO:0019220","regulation of phosphate metabolic process",369,5,7.4,-2.4,0.87,1,0.7
"370","GO:0072359","circulatory system development",378,5,7.6,-2.6,0.88,1,0.7
"371","GO:0030154","cell differentiation",1176,19,23.5,-4.5,0.89,1,0.8
"372","GO:0120036","plasma membrane bounded cell projection organization",504,7,10.1,-3.1,0.89,1,0.7
"373","GO:0005886","plasma membrane",1343,22,26.9,-4.9,0.89,1,0.8
"374","GO:0048869","cellular developmental process",1186,19,23.7,-4.7,0.89,1,0.8
"375","GO:0051674","localization of cell",508,7,10.2,-3.2,0.89,1,0.7
"376","GO:0048870","cell motility",508,7,10.2,-3.2,0.89,1,0.7
"377","GO:2000026","regulation of multicellular organismal development",449,6,9,-3,0.9,1,0.7
"378","GO:0030030","cell projection organization",511,7,10.2,-3.2,0.9,1,0.7
"379","GO:0010646","regulation of cell communication",859,13,17.2,-4.2,0.9,1,0.8
"380","GO:0023051","regulation of signaling",863,13,17.3,-4.3,0.9,1,0.8
"381","GO:0031175","neuron projection development",392,5,7.8,-2.8,0.9,1,0.6
"382","GO:0050793","regulation of developmental process",750,11,15,-4,0.9,1,0.7
"383","GO:0044085","cellular component biogenesis",641,9,12.8,-3.8,0.91,1,0.7
"384","GO:0007399","nervous system development",815,12,16.3,-4.3,0.91,1,0.7
"385","GO:0048699","generation of neurons",586,8,11.7,-3.7,0.91,1,0.7
"386","GO:0009966","regulation of signal transduction",705,10,14.1,-4.1,0.91,1,0.7
"387","GO:0030054","cell junction",714,10,14.3,-4.3,0.92,1,0.7
"388","GO:0098590","plasma membrane region",475,6,9.5,-3.5,0.92,1,0.6
"389","GO:0048468","cell development",733,10,14.7,-4.7,0.94,1,0.7
"390","GO:0048856","anatomical structure development",1574,25,31.5,-6.5,0.94,1,0.8
"391","GO:0055085","transmembrane transport",429,5,8.6,-3.6,0.94,1,0.6
"392","GO:0022607","cellular component assembly",620,8,12.4,-4.4,0.94,1,0.6
"393","GO:0051049","regulation of transport",496,6,9.9,-3.9,0.94,1,0.6
"394","GO:0022008","neurogenesis",625,8,12.5,-4.5,0.94,1,0.6
"395","GO:0048666","neuron development",445,5,8.9,-3.9,0.95,1,0.6
"396","GO:0071840","cellular component organization or biogenesis",1391,21,27.8,-6.8,0.95,1,0.8
"397","GO:0051240","positive regulation of multicellular organismal process",454,5,9.1,-4.1,0.96,1,0.6
"398","GO:0007155","cell adhesion",468,5,9.4,-4.4,0.96,1,0.5
"399","GO:0045202","synapse",539,6,10.8,-4.8,0.97,1,0.6
"400","GO:0016043","cellular component organization",1375,20,27.5,-7.5,0.97,1,0.7
"401","GO:0071944","cell periphery",1496,22,29.9,-7.9,0.97,1,0.7
"402","GO:0048583","regulation of response to stimulus",889,11,17.8,-6.8,0.98,1,0.6
"403","GO:0007275","multicellular organism development",1469,21,29.4,-8.4,0.98,1,0.7
"404","GO:0048731","system development",1424,20,28.5,-8.5,0.98,1,0.7
